symbol,direction,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,reason
BTCUSDT,LONG,2021-01-03 06:00:00+00:00,2021-01-03 07:00:00+00:00,33792.428669999994,34264.509911279994,0.039496026749079094,15.957354666666694,1.3970029970030051,TP1_HALF
BTCUSDT,LONG,2021-01-03 06:00:00+00:00,2021-01-03 08:00:00+00:00,33792.428669999994,34237.45822005,0.039496026749079094,14.88998878055947,1.3169504754924288,STOP
SOLUSDT,SHORT,2021-01-03 10:00:00+00:00,2021-01-03 11:00:00+00:00,2.1534444,2.3669554194,118.76648129113259,-25.89482447159994,-9.914861019861942,STOP
SOLUSDT,SHORT,2021-01-03 13:00:00+00:00,2021-01-03 14:00:00+00:00,2.2442535,2.0131753785,53.65407770844205,12.169855067796608,10.296435830444285,TP1_HALF
BTCUSDT,LONG,2021-01-03 08:00:00+00:00,2021-01-03 15:00:00+00:00,34486.79233999999,32850.70232551714,0.02502696387610028,-42.6316187370118,-4.744106086622657,STOP
ETHUSDT,LONG,2021-01-03 15:00:00+00:00,2021-01-03 16:00:00+00:00,913.2923799999999,946.0375383342856,0.5920959552854185,18.287374080724305,3.5853970810843405,TP1_HALF
XRPUSDT,SHORT,2021-01-03 08:00:00+00:00,2021-01-03 17:00:00+00:00,0.21767211,0.23693416460999997,1318.0892306157314,-25.988318375706836,-8.849114666091108,STOP
ETHUSDT,LONG,2021-01-03 15:00:00+00:00,2021-01-03 17:00:00+00:00,913.2923799999999,943.3635492857143,0.5920959552854185,16.705699238687846,3.29261142918047,STOP
ETHUSDT,LONG,2021-01-03 17:00:00+00:00,2021-01-03 18:00:00+00:00,936.1952599999998,892.753041882857,0.9385504777296643,-42.48927486995569,-4.640294602339989,STOP
SOLUSDT,SHORT,2021-01-03 13:00:00+00:00,2021-01-03 23:00:00+00:00,2.2442535,2.1290161749999994,53.65407770844205,5.948308639480608,5.1347730993847485,STOP
XRPUSDT,SHORT,2021-01-03 19:00:00+00:00,2021-01-04 06:00:00+00:00,0.22510467,0.24233640717,1462.8038857215774,-25.89042671403907,-7.654988752565628,STOP
XRPUSDT,SHORT,2021-01-04 06:00:00+00:00,2021-01-04 07:00:00+00:00,0.23341635,0.24939084884999996,1577.2398723885276,-25.95711929234706,-6.843778874101991,STOP
BTCUSDT,LONG,2021-01-03 18:00:00+00:00,2021-01-04 09:00:00+00:00,32942.17926999999,31117.953738587137,0.022176425002252285,-41.87542541987026,-5.537658927969447,STOP
SOLUSDT,LONG,2021-01-04 00:00:00+00:00,2021-01-04 10:00:00+00:00,2.1800779,1.8819761828142858,83.94965313673278,-25.36654378848004,-13.673902074128375,STOP
XRPUSDT,SHORT,2021-01-04 08:00:00+00:00,2021-01-04 10:00:00+00:00,0.23971005,0.22182451004999995,683.0941714604808,11.902236525370887,7.461322522772851,TP1_HALF
XRPUSDT,SHORT,2021-01-04 08:00:00+00:00,2021-01-04 16:00:00+00:00,0.23971005,0.23634325,683.0941714604808,1.974652221938621,1.4045301813586875,STOP
SOLUSDT,LONG,2021-01-04 11:00:00+00:00,2021-01-04 19:00:00+00:00,2.0361341,2.354648523042857,38.33220407445795,12.04105148918397,15.643096544714673,TP1_HALF
SOLUSDT,LONG,2021-01-04 11:00:00+00:00,2021-01-05 03:00:00+00:00,2.0361341,2.186240142857143,38.33220407445795,5.592042556453411,7.372109865315024,STOP
BTCUSDT,LONG,2021-01-04 12:00:00+00:00,2021-01-05 18:00:00+00:00,30773.80306,33360.80279158286,0.007510143538376054,18.947079222205033,8.406499926378807,TP1_HALF
XRPUSDT,SHORT,2021-01-04 17:00:00+00:00,2021-01-06 14:00:00+00:00,0.23183793,0.25291809542999993,1181.3398052517387,-25.47550011242664,-9.09263011018082,STOP
XRPUSDT,SHORT,2021-01-06 14:00:00+00:00,2021-01-06 15:00:00+00:00,0.23138838,0.25160580588,1233.6987055711197,-25.538081440054555,-8.737442165419008,STOP
