open_time,datetime,equity
1704067200000,2024-01-01 00:00:00+00:00,10000.0
1704070800000,2024-01-01 01:00:00+00:00,10000.0
1704074400000,2024-01-01 02:00:00+00:00,10000.0
1704078000000,2024-01-01 03:00:00+00:00,10000.0
1704081600000,2024-01-01 04:00:00+00:00,10000.0
1704085200000,2024-01-01 05:00:00+00:00,10000.0
1704088800000,2024-01-01 06:00:00+00:00,10000.0
1704092400000,2024-01-01 07:00:00+00:00,10000.0
1704096000000,2024-01-01 08:00:00+00:00,10000.0
1704099600000,2024-01-01 09:00:00+00:00,10000.0
1704103200000,2024-01-01 10:00:00+00:00,10000.0
1704106800000,2024-01-01 11:00:00+00:00,10000.0
1704110400000,2024-01-01 12:00:00+00:00,10000.0
1704114000000,2024-01-01 13:00:00+00:00,10000.0
1704117600000,2024-01-01 14:00:00+00:00,10000.0
1704121200000,2024-01-01 15:00:00+00:00,10000.0
1704124800000,2024-01-01 16:00:00+00:00,10000.0
1704128400000,2024-01-01 17:00:00+00:00,10000.0
1704132000000,2024-01-01 18:00:00+00:00,10000.0
1704135600000,2024-01-01 19:00:00+00:00,10000.0
1704139200000,2024-01-01 20:00:00+00:00,10000.0
1704142800000,2024-01-01 21:00:00+00:00,10000.0
1704146400000,2024-01-01 22:00:00+00:00,10000.0
1704150000000,2024-01-01 23:00:00+00:00,10000.0
1704153600000,2024-01-02 00:00:00+00:00,10028.219089674343
1704157200000,2024-01-02 01:00:00+00:00,10028.219089674343
1704160800000,2024-01-02 02:00:00+00:00,10028.219089674343
1704164400000,2024-01-02 03:00:00+00:00,10028.219089674343
1704168000000,2024-01-02 04:00:00+00:00,10028.219089674343
1704171600000,2024-01-02 05:00:00+00:00,10028.219089674343
1704175200000,2024-01-02 06:00:00+00:00,10028.219089674343
1704178800000,2024-01-02 07:00:00+00:00,10028.219089674343
1704182400000,2024-01-02 08:00:00+00:00,10028.219089674343
1704186000000,2024-01-02 09:00:00+00:00,10038.202918791245
1704189600000,2024-01-02 10:00:00+00:00,10038.202918791245
1704193200000,2024-01-02 11:00:00+00:00,10068.631270087093
1704196800000,2024-01-02 12:00:00+00:00,10068.631270087093
1704200400000,2024-01-02 13:00:00+00:00,10068.631270087093
1704204000000,2024-01-02 14:00:00+00:00,10085.196409270317
1704207600000,2024-01-02 15:00:00+00:00,10085.196409270317
1704211200000,2024-01-02 16:00:00+00:00,10085.196409270317
1704214800000,2024-01-02 17:00:00+00:00,10085.196409270317
1704218400000,2024-01-02 18:00:00+00:00,10085.196409270317
1704222000000,2024-01-02 19:00:00+00:00,10085.196409270317
1704225600000,2024-01-02 20:00:00+00:00,10085.196409270317
1704229200000,2024-01-02 21:00:00+00:00,10085.196409270317
1704232800000,2024-01-02 22:00:00+00:00,10085.196409270317
1704236400000,2024-01-02 23:00:00+00:00,10085.196409270317
1704240000000,2024-01-03 00:00:00+00:00,10085.196409270317
1704243600000,2024-01-03 01:00:00+00:00,10085.196409270317
1704247200000,2024-01-03 02:00:00+00:00,10085.196409270317
1704250800000,2024-01-03 03:00:00+00:00,10085.196409270317
1704254400000,2024-01-03 04:00:00+00:00,10085.196409270317
1704258000000,2024-01-03 05:00:00+00:00,10085.196409270317
1704261600000,2024-01-03 06:00:00+00:00,10085.196409270317
1704265200000,2024-01-03 07:00:00+00:00,10085.196409270317
1704268800000,2024-01-03 08:00:00+00:00,10085.196409270317
1704272400000,2024-01-03 09:00:00+00:00,10085.196409270317
1704276000000,2024-01-03 10:00:00+00:00,10085.196409270317
1704279600000,2024-01-03 11:00:00+00:00,10085.196409270317
1704283200000,2024-01-03 12:00:00+00:00,10085.196409270317
1704286800000,2024-01-03 13:00:00+00:00,10085.196409270317
1704290400000,2024-01-03 14:00:00+00:00,10085.196409270317
1704294000000,2024-01-03 15:00:00+00:00,10085.196409270317
1704297600000,2024-01-03 16:00:00+00:00,10085.196409270317
1704301200000,2024-01-03 17:00:00+00:00,10085.196409270317
1704304800000,2024-01-03 18:00:00+00:00,10085.196409270317
1704308400000,2024-01-03 19:00:00+00:00,10085.196409270317
1704312000000,2024-01-03 20:00:00+00:00,10096.134753602893
1704315600000,2024-01-03 21:00:00+00:00,10096.134753602893
1704319200000,2024-01-03 22:00:00+00:00,10096.134753602893
1704322800000,2024-01-03 23:00:00+00:00,10096.134753602893
1704326400000,2024-01-04 00:00:00+00:00,10096.134753602893
1704330000000,2024-01-04 01:00:00+00:00,10102.120364377039
1704333600000,2024-01-04 02:00:00+00:00,10102.120364377039
1704337200000,2024-01-04 03:00:00+00:00,10102.120364377039
1704340800000,2024-01-04 04:00:00+00:00,10102.120364377039
1704344400000,2024-01-04 05:00:00+00:00,10102.120364377039
1704348000000,2024-01-04 06:00:00+00:00,10102.120364377039
1704351600000,2024-01-04 07:00:00+00:00,10102.120364377039
1704355200000,2024-01-04 08:00:00+00:00,10102.120364377039
1704358800000,2024-01-04 09:00:00+00:00,10102.120364377039
1704362400000,2024-01-04 10:00:00+00:00,10102.120364377039
1704366000000,2024-01-04 11:00:00+00:00,10102.120364377039
1704369600000,2024-01-04 12:00:00+00:00,10102.120364377039
1704373200000,2024-01-04 13:00:00+00:00,10102.120364377039
1704376800000,2024-01-04 14:00:00+00:00,10102.120364377039
1704380400000,2024-01-04 15:00:00+00:00,10119.930299301264
1704384000000,2024-01-04 16:00:00+00:00,10119.930299301264
1704387600000,2024-01-04 17:00:00+00:00,10119.930299301264
1704391200000,2024-01-04 18:00:00+00:00,10119.930299301264
1704394800000,2024-01-04 19:00:00+00:00,10131.843333298835
1704398400000,2024-01-04 20:00:00+00:00,10131.843333298835
1704402000000,2024-01-04 21:00:00+00:00,10131.843333298835
1704405600000,2024-01-04 22:00:00+00:00,10131.843333298835
1704409200000,2024-01-04 23:00:00+00:00,10131.843333298835
1704412800000,2024-01-05 00:00:00+00:00,10131.843333298835
1704416400000,2024-01-05 01:00:00+00:00,10147.487580704286
1704420000000,2024-01-05 02:00:00+00:00,10147.487580704286
1704423600000,2024-01-05 03:00:00+00:00,10147.487580704286
1704427200000,2024-01-05 04:00:00+00:00,10147.487580704286
1704430800000,2024-01-05 05:00:00+00:00,10147.487580704286
1704434400000,2024-01-05 06:00:00+00:00,10147.487580704286
1704438000000,2024-01-05 07:00:00+00:00,10147.487580704286
1704441600000,2024-01-05 08:00:00+00:00,10147.487580704286
1704445200000,2024-01-05 09:00:00+00:00,10147.487580704286
