symbol,direction,entry_time,exit_time,entry_price,exit_price,qty,pnl,return_pct,reason
ETHUSDT,LONG,2024-01-01 16:00:00+00:00,2024-01-02 00:00:00+00:00,2317.0146999999997,2356.2896231571426,0.48038156021068096,16.621979641285357,1.6950657739522645,TP1_HALF
SOLUSDT,LONG,2024-01-01 16:00:00+00:00,2024-01-02 00:00:00+00:00,106.08597999999999,110.50536401999999,2.7593818984547456,11.59711003305738,4.165851152056099,TP1_HALF
XRPUSDT,LONG,2024-01-02 00:00:00+00:00,2024-01-02 09:00:00+00:00,0.6300293999999999,0.6387649955999999,1337.0958786232425,9.98382911690235,1.3865377710944982,TP1_HALF
ETHUSDT,LONG,2024-01-01 16:00:00+00:00,2024-01-02 11:00:00+00:00,2317.0146999999997,2387.2767621428575,0.48038156021068096,31.492744163535857,3.03243920476024,STOP
XRPUSDT,LONG,2024-01-02 00:00:00+00:00,2024-01-02 11:00:00+00:00,0.6300293999999999,0.630493875,1337.0958786232425,-1.0643928676874665,0.07372275008121765,STOP
SOLUSDT,LONG,2024-01-01 16:00:00+00:00,2024-01-02 14:00:00+00:00,106.08597999999999,112.30758,2.7593818984547456,16.56513918322298,5.8646769346901495,STOP
XRPUSDT,LONG,2024-01-03 14:00:00+00:00,2024-01-03 20:00:00+00:00,0.5689683999999999,0.5814791958857142,962.8529032309369,10.938344332576008,2.198856014800521,TP1_HALF
XRPUSDT,LONG,2024-01-03 14:00:00+00:00,2024-01-04 01:00:00+00:00,0.5689683999999999,0.5763302357142857,962.8529032309369,5.985610774145278,1.2938918425497326,STOP
BTCUSDT,LONG,2024-01-03 13:00:00+00:00,2024-01-04 15:00:00+00:00,42832.16937999999,43904.94798311999,0.018062054367373077,17.809934924226113,2.5046095461625617,TP1_HALF
SOLUSDT,LONG,2024-01-03 13:00:00+00:00,2024-01-04 19:00:00+00:00,100.41031,105.98493326142857,2.219174363915887,11.913033997571508,5.551843492394926,TP1_HALF
BTCUSDT,LONG,2024-01-03 13:00:00+00:00,2024-01-05 01:00:00+00:00,42832.16937999999,43569.2396475,0.018062054367373077,11.752416296886992,1.7208333786711494,STOP
SOLUSDT,LONG,2024-01-03 13:00:00+00:00,2024-01-05 01:00:00+00:00,100.41031,102.36681642857143,2.219174363915887,3.8918311085635304,1.9485114910724022,STOP
BTCUSDT,LONG,2024-01-05 18:00:00+00:00,2024-01-08 17:00:00+00:00,43653.13952999999,45314.260267255704,0.01189288530422246,18.69743932304396,3.805272095295975,TP1_HALF
BTCUSDT,LONG,2024-01-05 18:00:00+00:00,2024-01-09 12:00:00+00:00,43653.13952999999,45496.96713321428,0.01189288530422246,20.86817821238214,4.223814422207006,STOP
ETHUSDT,LONG,2024-01-09 22:00:00+00:00,2024-01-10 00:00:00+00:00,2319.9776599999996,2385.1725998399997,0.3014701497647976,18.235865923971986,2.8101537770842233,TP1_HALF
ETHUSDT,LONG,2024-01-09 22:00:00+00:00,2024-01-10 12:00:00+00:00,2319.9776599999996,2361.0540825,0.3014701497647976,10.972123902411933,1.7705525017857493,STOP
SOLUSDT,LONG,2024-01-09 23:00:00+00:00,2024-01-10 12:00:00+00:00,99.62952999999999,92.96004832714284,3.872562853680782,-26.573802226647082,-6.694281979305883,STOP
SOLUSDT,LONG,2024-01-10 16:00:00+00:00,2024-01-10 21:00:00+00:00,94.87477999999999,101.29195807714284,1.9539724879705305,12.155685003887102,6.763839744495703,TP1_HALF
SOLUSDT,LONG,2024-01-10 16:00:00+00:00,2024-01-11 05:00:00+00:00,94.87477999999999,98.90242714285715,1.9539724879705305,7.491276376843099,4.245224223821298,STOP
BTCUSDT,LONG,2024-01-10 18:00:00+00:00,2024-01-11 14:00:00+00:00,46448.29188999999,48049.432574181425,0.012356841234427244,18.61734785019362,3.4471465344157126,TP1_HALF
BTCUSDT,LONG,2024-01-10 18:00:00+00:00,2024-01-11 15:00:00+00:00,46448.29188999999,47272.92154392857,0.012356841234427244,9.031719556095169,1.775371322332986,STOP
SOLUSDT,LONG,2024-01-11 14:00:00+00:00,2024-01-11 16:00:00+00:00,105.81570999999998,98.36617393285712,3.4783880807215954,-26.62260129422668,-7.0401040328915805,STOP
ETHUSDT,LONG,2024-01-11 15:00:00+00:00,2024-01-11 16:00:00+00:00,2684.54186,2568.397320282857,0.36054104087286504,-43.76877340101952,-4.326419395715542,STOP
SOLUSDT,LONG,2024-01-12 18:00:00+00:00,2024-01-12 22:00:00+00:00,95.54544999999999,88.62102597857141,3.718189356296683,-26.431085525731007,-7.247256694514059,STOP
SOLUSDT,LONG,2024-01-17 01:00:00+00:00,2024-01-18 00:00:00+00:00,98.65856,103.01151679714285,2.844478908425045,11.808247518848349,4.412143048857442,TP1_HALF
SOLUSDT,LONG,2024-01-17 01:00:00+00:00,2024-01-18 10:00:00+00:00,98.65856,99.03479464285715,2.844478908425045,0.5078569286086104,0.3813502273468883,STOP
ETHUSDT,LONG,2024-01-14 14:00:00+00:00,2024-01-18 18:00:00+00:00,2536.34381,2453.2802169042857,0.5031847422235587,-44.30703535979981,-3.274934288018083,STOP
ETHUSDT,LONG,2024-01-19 18:00:00+00:00,2024-01-22 04:00:00+00:00,2473.8413699999996,2417.8550232728567,0.7548188436385195,-45.951894111128205,-2.2631340637311315,STOP
ETHUSDT,LONG,2024-01-22 11:00:00+00:00,2024-01-22 15:00:00+00:00,2383.7313499999996,2353.614665078571,1.4498500327939972,-50.53311789629808,-1.2634261374054878,STOP
BTCUSDT,LONG,2024-01-28 09:00:00+00:00,2024-01-28 19:00:00+00:00,42533.59109999999,41784.24931032856,0.056601908957418526,-47.18672648336296,-1.7617646906645246,STOP
SOLUSDT,LONG,2024-01-28 13:00:00+00:00,2024-01-28 19:00:00+00:00,98.02793,94.46836707,7.2234379592249,-27.102767046077467,-3.6311721873551694,STOP
SOLUSDT,LONG,2024-01-28 21:00:00+00:00,2024-01-29 03:00:00+00:00,95.44534999999999,98.67871536428571,3.7278546959107177,11.329849948190049,3.387661488260796,TP1_HALF
SOLUSDT,LONG,2024-01-28 21:00:00+00:00,2024-01-29 14:00:00+00:00,95.44534999999999,95.56219928571429,3.7278546959107177,-0.27645123109529973,0.12242533105519815,STOP
BTCUSDT,LONG,2024-01-29 16:00:00+00:00,2024-01-30 01:00:00+00:00,42684.391749999995,43299.73724110714,0.030206836274985056,15.990331995742258,1.4416171014247858,TP1_HALF
SOLUSDT,LONG,2024-01-29 16:00:00+00:00,2024-01-30 08:00:00+00:00,100.01991999999998,103.81600007999998,3.188605422010704,11.454249205507185,3.795324051448956,TP1_HALF
BTCUSDT,LONG,2024-01-29 16:00:00+00:00,2024-01-30 13:00:00+00:00,42684.391749999995,43180.44775714286,0.030206836274985056,12.390577442217136,1.1621484734940957,STOP
SOLUSDT,LONG,2024-01-29 16:00:00+00:00,2024-01-30 23:00:00+00:00,100.01991999999998,102.48741,3.188605422010704,7.22213602232232,2.466998573884105,STOP
BTCUSDT,LONG,2024-01-30 15:00:00+00:00,2024-01-30 23:00:00+00:00,43517.46399,42706.34953422428,0.05199757632206611,-46.659415144634266,-1.863882637926928,STOP
BTCUSDT,LONG,2024-01-31 14:00:00+00:00,2024-01-31 17:00:00+00:00,42846.72392,43628.40006215142,0.024108240919391018,16.760073633430753,1.8243545145036233,TP1_HALF
BTCUSDT,LONG,2024-01-31 14:00:00+00:00,2024-01-31 20:00:00+00:00,42846.72392,42876.84202392858,0.024108240919391018,-1.340549874700064,0.07029266457994066,STOP
SOLUSDT,LONG,2024-02-01 17:00:00+00:00,2024-02-02 10:00:00+00:00,96.45635999999999,101.55327649714285,2.39591454519349,11.737362202969242,5.2841684023146485,TP1_HALF
SOLUSDT,LONG,2024-02-01 17:00:00+00:00,2024-02-03 15:00:00+00:00,96.45635999999999,97.27405714285713,2.39591454519349,1.4949709538556117,0.8477379229914428,STOP
XRPUSDT,SHORT,2024-02-03 14:00:00+00:00,2024-02-04 19:00:00+00:00,0.5183811,0.5074880810999999,1093.8600528680008,10.79328091317261,2.1013534058244354,TP1_HALF
SOLUSDT,LONG,2024-02-03 16:00:00+00:00,2024-02-05 01:00:00+00:00,98.09799999999998,94.20655628571427,6.569083010888882,-26.82648138495762,-3.9668940389056995,STOP
XRPUSDT,SHORT,2024-02-03 14:00:00+00:00,2024-02-05 14:00:00+00:00,0.5183811,0.5088083,1093.8600528680008,9.347702062705402,1.8466722648646017,STOP
BTCUSDT,LONG,2024-02-01 17:00:00+00:00,2024-02-07 17:00:00+00:00,42700.80815,43645.57923863571,0.02016118552038836,17.306859657126342,2.2125367869313184,TP1_HALF
SOLUSDT,LONG,2024-02-07 10:00:00+00:00,2024-02-07 21:00:00+00:00,95.86576999999998,98.75513030142857,4.170891124830101,11.239464651891225,3.0139645270971904,TP1_HALF
XRPUSDT,SHORT,2024-02-05 21:00:00+00:00,2024-02-08 02:00:00+00:00,0.5073921,0.5184099921,2374.0031320716544,-28.591767733758683,-2.171474900772008,STOP
SOLUSDT,LONG,2024-02-07 10:00:00+00:00,2024-02-08 18:00:00+00:00,95.86576999999998,101.88979392857142,4.170891124830101,24.30073101296732,6.283811133600081,STOP
XRPUSDT,SHORT,2024-02-08 02:00:00+00:00,2024-02-09 08:00:00+00:00,0.511488,0.521265888,2692.722761532944,-29.110061478598812,-1.911655405405388,STOP
BTCUSDT,LONG,2024-02-01 17:00:00+00:00,2024-02-09 14:00:00+00:00,42700.80815,46663.82910321428,0.02016118552038836,78.09750362831522,9.280903863207769,STOP
SOLUSDT,LONG,2024-02-09 14:00:00+00:00,2024-02-10 02:00:00+00:00,106.03593,109.25335299857143,3.7739340413887574,11.329854626001348,3.034276210499054,TP1_HALF
SOLUSDT,LONG,2024-02-09 14:00:00+00:00,2024-02-10 10:00:00+00:00,106.03593,107.42568107142857,3.7739340413887574,4.439238836968655,1.3106416583780423,STOP
SOLUSDT,LONG,2024-02-10 21:00:00+00:00,2024-02-12 02:00:00+00:00,109.40929999999999,105.33314712857143,6.333762803140273,-27.177513160845898,-3.725599991434514,STOP
